Pair,Levenshtein,Token,AST,Label
1,0.6573705179282868,0.48484848484848486,0.7750744786494538,1
2,0.9559322033898305,0.7692307692307693,0.9815289892252437,1
3,0.2862129144851658,0.48484848484848486,0.0,1
4,0.8530805687203792,0.4375,0.8802675585284281,1
5,0.9929577464788732,0.9090909090909091,0.9994775339602926,1
6,0.9837837837837838,0.6666666666666666,0.9978888106966924,1
7,0.9880952380952381,0.7272727272727273,0.9985994397759104,1
8,0.903954802259887,0.375,0.9199721642310369,1
9,0.578096947935368,0.4722222222222222,0.6095598674869853,1
10,0.9575551782682513,0.7692307692307693,0.9792254424211336,1
11,0.7761194029850746,0.2857142857142857,0.4002650762094102,1
12,0.8541666666666666,0.5384615384615384,0.0,1
13,0.8127853881278538,0.5,0.9259986902423052,1
14,0.46098003629764067,0.4722222222222222,0.8603431839847474,1
15,0.7685185185185185,0.4666666666666667,0.0,1
16,0.97165991902834,0.8,0.9722153921809688,1
17,0.978494623655914,0.6666666666666666,0.9978888106966924,1
18,0.7373271889400922,0.3,0.0,1
19,0.9447236180904522,0.84,0.9712541338081913,1
20,0.9312169312169312,0.6153846153846154,0.9922698524244554,1
21,0.9512670565302144,0.875,0.9806609547123623,1
22,0.8087431693989071,0.2777777777777778,0.0,1
23,0.9680851063829787,0.8333333333333334,0.0,1
24,0.6653225806451613,0.4857142857142857,0.9681750372948782,1
25,0.8449197860962567,0.4375,0.7477906186267845,1
26,0.9293286219081273,0.8333333333333334,0.0,1
27,0.8823529411764706,0.5,0.0,1
28,0.9176882661996497,0.8,0.0,1
29,0.6355140186915887,0.4594594594594595,0.6453166385745245,1
30,0.8262910798122066,0.3888888888888889,0.8783422459893048,1
31,0.8421052631578947,0.3333333333333333,0.8697421981004071,1
32,0.5778611632270169,0.4857142857142857,0.6240619704671992,1
33,0.7184466019417476,0.25,0.0,1
34,0.6613226452905812,0.5862068965517241,0.6742857142857143,1
35,0.5843137254901961,0.43243243243243246,0.6049473426402155,1
36,0.9111111111111111,0.5384615384615384,0.0,1
37,0.9312169312169312,0.6153846153846154,0.9929676511954993,1
38,0.903954802259887,0.5384615384615384,0.7905358385525401,1
39,0.9629629629629629,0.6666666666666666,0.9978888106966924,1
40,0.839622641509434,0.4117647058823529,0.8783422459893048,1
41,0.9390243902439024,0.6363636363636364,0.0,1
42,0.7410714285714286,0.5714285714285714,0.0,1
43,0.7761194029850746,0.3,0.40159045725646125,1
44,0.9464594127806563,0.8,0.9883510225213564,1
45,0.8856088560885609,0.8076923076923077,0.9389693659463311,1
46,0.9523809523809523,0.8,0.9698307579102281,1
47,0.5954198473282443,0.43243243243243246,0.7469060907546712,1
48,0.75,0.5333333333333333,0.0,1
49,0.9447852760736196,0.6363636363636364,0.0,1
50,0.8504672897196262,0.75,0.9316688567674113,1
51,0.8604651162790697,0.6363636363636364,0.0,1
52,0.8829787234042553,0.7272727272727273,0.0,1
53,0.7416107382550335,0.4444444444444444,0.0,1
54,0.4698205546492659,0.40540540540540543,0.7574918156635608,1
55,0.8839779005524862,0.8076923076923077,0.9394155381325731,1
56,0.9230769230769231,0.7692307692307693,0.9619551524313429,1
57,0.9880952380952381,0.7272727272727273,0.9985994397759104,1
58,0.8087431693989071,0.42857142857142855,0.0,1
59,0.7717391304347826,0.21052631578947367,0.0,1
60,0.8258706467661692,0.5333333333333333,0.9302022178734507,1
61,0.8941176470588236,0.5,0.0,1
62,0.6666666666666666,0.4444444444444444,0.7486521181001283,1
63,0.609375,0.45714285714285713,0.7509184423218221,1
64,0.8256880733944955,0.5714285714285714,0.0,1
65,0.627906976744186,0.43243243243243246,0.6182980816527299,1
66,0.8913043478260869,0.5384615384615384,0.0,1
67,0.7868852459016393,0.25,0.0,1
68,0.914572864321608,0.6666666666666666,0.9725651577503429,1
69,0.7839195979899497,0.3888888888888889,0.6648971466489715,1
70,0.9880952380952381,0.7272727272727273,0.9985994397759104,1
71,0.6524271844660194,0.5151515151515151,0.6364755107063746,1
72,0.656,0.47058823529411764,0.7761490683229814,1
73,0.803921568627451,0.4375,0.0,1
74,0.37181996086105673,0.43243243243243246,0.6395690499510284,1
75,0.7412844036697248,0.42105263157894735,0.8374549819927971,1
76,0.1786339754816112,0.375,0.0,1
77,0.875,0.42857142857142855,0.0,1
78,0.5746691871455577,0.4857142857142857,0.6029734340726298,1
79,0.3518850987432675,0.4444444444444444,0.0,1
80,0.43130434782608695,0.5,0.8017759206059023,1
81,0.6514084507042254,0.48484848484848486,0.8318537859007833,1
82,0.8481675392670157,0.5384615384615384,0.0,1
83,0.8888888888888888,0.6363636363636364,0.0,1
84,0.7,0.23809523809523808,0.0,1
85,0.8792270531400966,0.5714285714285714,0.9510395707578806,1
86,0.7916666666666666,0.5,0.0,1
87,0.7511737089201878,0.3888888888888889,0.0,1
88,0.9545454545454546,0.84,0.0,1
89,0.38028169014084506,0.4411764705882353,0.0,1
90,0.6404494382022472,0.4594594594594595,0.6464500601684717,1
91,0.9393346379647749,0.84,0.9625121713729309,1
92,0.5445205479452054,0.42105263157894735,0.0,1
93,0.9321428571428572,0.9130434782608695,0.0,1
94,0.6862745098039216,0.2,0.0,1
95,0.8172043010752689,0.42857142857142855,0.0,1
96,0.7567567567567568,0.5714285714285714,0.0,1
97,0.6215277777777778,0.5,0.8684759916492694,1
98,0.45896147403685095,0.4444444444444444,0.7936426557293002,1
99,0.7216494845360825,0.21052631578947367,0.0,1
100,0.8792270531400966,0.75,0.9523169912693082,1
101,0.49280575539568344,0.42857142857142855,0.0,0
102,0.6631393298059964,0.48484848484848486,0.7662575084878558,0
103,0.8526315789473684,0.4666666666666667,0.0,0
104,0.9735449735449735,0.8695652173913043,0.0,0
105,0.8341232227488151,0.5,0.9463806970509383,0
106,0.8926553672316384,0.5384615384615384,0.9686847599164927,0
107,0.9325842696629213,0.8181818181818182,0.9753761969904241,0
108,0.6535433070866141,0.48484848484848486,0.6130850281793678,0
109,0.9368421052631579,0.6666666666666666,0.9936753338018272,0
110,0.9439421338155516,0.8695652173913043,0.0,0
111,0.9757785467128027,0.8333333333333334,0.9906784049715174,0
112,0.782608695652174,0.29411764705882354,0.0,0
113,0.8121827411167513,0.3333333333333333,0.5488372093023256,0
114,0.9682539682539683,0.9130434782608695,0.9911111111111112,0
115,0.9415807560137457,0.8,0.9901656314699793,0
116,0.3533834586466165,0.4594594594594595,0.6048192771084338,0
117,0.7830188679245284,0.5333333333333333,0.9094387755102041,0
118,0.7962085308056872,0.6923076923076923,0.0,0
119,0.552212389380531,0.4166666666666667,0.7729291873530181,0
120,0.7348837209302326,0.4117647058823529,0.0,0
121,0.9397590361445783,0.5,0.0,0
122,0.8475836431226765,0.7407407407407407,0.945480631276901,0
123,0.8556701030927835,0.7272727272727273,0.0,0
124,0.9938900203665988,1.0,1.0,0
125,0.88,0.4375,0.0,0
126,0.839622641509434,0.4375,0.0,0
127,0.7487179487179487,0.23809523809523808,0.0,0
128,0.7904761904761904,0.5714285714285714,0.0,0
129,0.9273743016759777,0.6153846153846154,0.9747095010252905,0
130,0.9166666666666666,0.5,0.0,0
131,0.3614931237721022,0.42105263157894735,0.6062239647145308,0
132,0.8272727272727273,0.5333333333333333,0.9292267365661862,0
133,0.9411764705882353,0.84,0.9627465303140978,0
134,0.967741935483871,0.5833333333333334,0.0,0
135,0.6879194630872483,0.4166666666666667,0.7653688524590164,0
136,0.9417989417989417,0.5,0.9235087719298246,0
137,0.71499176276771,0.39473684210526316,0.7911697538695762,0
138,0.4901315789473684,0.38461538461538464,0.0,0
139,0.8700564971751412,0.35294117647058826,0.42032011134307584,0
140,0.8855721393034826,0.4117647058823529,0.8993839835728953,0
141,0.9580838323353293,0.9130434782608695,0.0,0
142,0.7755102040816326,0.5,0.0,0
143,0.649402390438247,0.48484848484848486,0.6618669314796425,0
144,0.656,0.48484848484848486,0.9542970690511674,0
145,0.5625,0.5151515151515151,0.5803134182174339,0
146,0.746268656716418,0.5,0.0,0
147,0.8449197860962567,0.4117647058823529,0.8565601631543168,0
148,0.35177865612648224,0.47058823529411764,0.5892857142857143,0
149,0.8383838383838383,0.6153846153846154,0.0,0
150,0.7093596059113301,0.2631578947368421,0.0,0
151,0.36363636363636365,0.4857142857142857,0.653281096963761,0
152,0.3473684210526316,0.42857142857142855,0.0,0
153,0.986013986013986,0.8695652173913043,0.9994775339602926,0
154,0.5261121856866537,0.4722222222222222,0.9465648854961832,0
155,0.9523809523809523,0.5384615384615384,0.0,0
156,0.8700564971751412,0.35294117647058826,0.42171189979123175,0
157,0.8,0.3125,0.0,0
158,0.3713733075435203,0.5151515151515151,0.5831702544031311,0
159,0.9261083743842364,0.84,0.9624401310814217,0
160,0.3561643835616438,0.5,0.6057786483839374,0
161,0.9575551782682513,0.875,0.9802310654685494,0
162,0.3510848126232742,0.4444444444444444,0.6043659553593328,0
163,0.7383177570093458,0.3888888888888889,0.0,0
164,0.97165991902834,0.8333333333333334,0.9722153921809688,0
165,0.9381443298969072,0.8181818181818182,0.9759119064005506,0
166,0.5748031496062992,0.48484848484848486,0.5894893406048587,0
167,0.8372093023255814,0.2777777777777778,0.0,0
168,0.8,0.23529411764705882,0.0,0
169,0.7700534759358288,0.2,0.0,0
170,0.6574257425742575,0.5151515151515151,0.8984298331697743,0
171,0.7422680412371134,0.29411764705882354,0.0,0
172,0.9468085106382979,0.6666666666666666,0.9943741209563994,0
173,0.8994082840236687,0.6363636363636364,0.0,0
174,0.986013986013986,0.8695652173913043,0.9994775339602926,0
175,0.9177820267686424,0.7142857142857143,0.9541505791505791,0
176,0.8702290076335878,0.8,0.9737991266375546,0
177,0.38823529411764707,0.4857142857142857,0.6083761939750184,0
178,0.956989247311828,0.6666666666666666,0.9943741209563994,0
179,0.83,0.75,0.9308093994778068,0
180,0.37435008665511266,0.39473684210526316,0.0,0
181,0.14314115308151093,0.5,0.0,0
182,0.8783068783068783,0.5833333333333334,0.0,0
183,0.9629629629629629,0.8,0.9971870604781997,0
184,0.9273743016759777,0.6153846153846154,0.9747095010252905,0
185,0.8390804597701149,0.2222222222222222,0.0,0
186,0.9399293286219081,0.9545454545454546,0.0,0
187,0.471169686985173,0.39473684210526316,0.7652879979700583,0
188,0.9078260869565218,0.7407407407407407,0.0,0
189,0.8735632183908046,0.5,0.0,0
190,0.9312169312169312,0.4375,0.9221052631578948,0
191,0.8987993138936535,0.7407407407407407,0.0,0
192,0.9894736842105263,1.0,1.0,0
193,0.7853403141361257,0.4,0.0,0
194,0.39015817223198596,0.4166666666666667,0.7743790849673202,0
195,0.986013986013986,0.8695652173913043,0.9994775339602926,0
196,0.71875,0.25,0.0,0
197,0.8759124087591241,0.8076923076923077,0.0,0
198,0.9375,0.84,0.9625121713729309,0
199,0.953125,0.8,0.9823788546255506,0
200,0.9325842696629213,0.6153846153846154,0.9753761969904241,0
